order_id,customer_id,book_id,order_date,quantity,total_amount
4120,478,333,2025-08-04,2,55.52
4121,15,26,2025-07-11,3,63.15
4122,27,180,2025-11-06,1,25.09
4123,15,219,2025-08-22,1,20.9
4124,196,470,2025-12-20,2,55.34
4125,163,314,2025-12-25,2,19.18
4126,4,153,2025-07-14,8,64.4
4127,453,382,2025-12-31,1,33.19
4128,433,314,2025-11-26,1,9.59
4129,466,427,2025-10-08,4,72.0
4130,207,116,2025-05-15,3,125.46
4131,383,389,2025-07-01,3,76.17
4132,294,25,2025-09-05,3,25.65
4133,261,371,2025-03-24,7,121.8
4134,371,299,2025-11-18,5,140.95
4135,328,458,2025-05-04,4,149.12
4136,457,441,2025-02-06,2,81.44
4137,364,179,2025-06-29,1,48.21
4138,444,242,2025-11-12,5,168.95
4139,466,6,2025-11-02,1,6.56
4140,29,476,2025-07-10,1,39.42
4141,13,73,2025-05-02,6,127.38
4142,457,105,2025-03-25,4,120.08
4143,311,271,2025-12-28,4,88.32
4144,250,494,2025-06-11,1,6.66
4145,495,313,2025-12-03,1,47.16
4146,325,97,2025-11-18,1,45.74
4147,72,115,2025-07-03,7,196.84
4148,189,456,2025-01-07,1,20.11
4149,45,18,2025-03-22,5,197.35
4150,187,209,2025-08-06,1,48.67
4151,201,366,2025-06-22,3,39.3
4152,68,401,2025-11-26,5,158.6
4153,249,364,2025-01-26,4,175.28
4154,126,79,2025-12-13,6,194.88
4155,170,456,2025-10-16,1,20.11
4156,148,107,2025-04-02,5,99.25
4157,27,485,2025-05-26,1,23.16
4158,133,201,2025-09-09,2,74.5
4159,17,102,2025-06-28,1,40.22
4160,317,5,2025-03-26,1,10.95
4161,386,105,2025-07-04,5,150.1
4162,97,240,2025-04-09,2,99.8
4163,146,402,2025-03-29,2,42.76
4164,144,73,2025-01-28,4,84.92
4165,249,128,2025-06-27,6,144.24
4166,110,29,2025-05-12,1,31.12
4167,454,395,2025-12-24,1,34.05
4168,121,367,2025-05-07,6,175.92
4169,189,235,2025-01-18,1,15.66
4170,58,47,2025-10-24,2,40.74
4171,45,150,2025-04-26,1,31.95
4172,109,470,2025-07-29,5,138.35
4173,347,426,2025-09-24,6,196.92
4174,230,212,2025-11-11,1,18.69
4175,48,474,2025-10-28,1,46.84
4176,409,447,2025-10-08,6,217.5
4177,217,174,2025-11-21,2,75.66
4178,141,411,2025-04-11,7,105.21
4179,402,145,2025-06-13,4,90.12
4180,4,249,2025-11-05,1,32.95
4181,112,52,2025-09-03,1,16.53
4182,218,495,2025-01-17,2,40.62
4183,447,213,2025-06-23,5,33.95
4184,72,233,2025-01-30,5,51.95
4185,380,409,2025-08-23,3,64.68
4186,432,356,2025-03-04,2,51.3
4187,457,253,2025-11-29,1,11.66
4188,43,384,2025-12-31,1,33.92
4189,13,185,2025-08-06,5,109.9
4190,14,348,2025-03-06,2,25.24
4191,31,436,2025-10-21,7,111.3
4192,416,419,2025-11-01,1,9.28
4193,58,157,2025-06-15,2,38.34
4194,297,7,2025-08-19,1,43.63
4195,8,315,2025-04-28,3,128.7
4196,249,98,2025-11-03,4,186.84
4197,48,204,2025-05-23,2,53.04
4198,289,213,2025-03-29,1,6.79
4199,71,407,2025-12-16,1,42.19
4200,122,42,2025-09-01,6,290.1
4201,45,15,2025-02-26,3,71.49
4202,207,60,2025-12-05,1,35.14
4203,101,112,2025-12-25,1,8.02
4204,82,120,2025-06-22,2,96.06
4205,97,89,2025-11-05,5,73.6
4206,141,221,2025-11-06,2,49.62
4207,13,331,2025-05-17,3,46.08
4208,347,115,2025-04-24,3,84.36
4209,496,274,2025-01-09,5,244.0
4210,378,91,2025-12-03,5,139.1
4211,72,191,2025-12-26,4,168.76
4212,3,276,2025-12-04,1,19.85
4213,81,153,2025-07-16,6,48.3
4214,206,135,2025-10-17,3,45.39
4215,45,429,2025-06-10,5,212.9
4216,487,476,2025-11-06,2,78.84
4217,268,126,2025-08-17,5,126.65
4218,81,145,2025-11-13,7,157.71
4219,280,306,2025-06-24,2,87.84
4220,457,313,2025-06-06,1,47.16
4221,72,99,2025-11-06,1,46.93
4222,17,314,2025-02-10,1,9.59
4223,281,481,2025-12-10,2,21.1
4224,457,47,2025-11-23,2,40.74
4225,93,302,2025-03-25,3,86.01
4226,385,50,2025-05-23,3,111.0
4227,439,11,2025-04-24,1,35.95
4228,16,362,2025-07-01,1,29.43
4229,17,277,2025-12-24,2,66.42
4230,328,165,2025-04-04,3,96.3
4231,392,461,2025-04-08,1,9.6
4232,17,474,2025-12-18,2,93.68
4233,476,393,2025-04-25,3,132.0
4234,157,84,2025-07-23,5,222.95
4235,228,91,2025-12-28,5,139.1
4236,321,313,2025-04-28,6,282.96
4237,386,418,2025-12-07,2,63.76
4238,457,453,2025-02-11,3,145.65
4239,83,91,2025-11-27,2,55.64
4240,457,1,2025-07-10,8,170.72
4241,17,103,2025-11-26,6,259.5
4242,418,435,2025-03-22,2,55.52
4243,225,378,2025-06-06,3,18.03
4244,13,208,2025-09-11,7,175.0
4245,141,217,2025-07-21,4,141.52
4246,328,326,2025-12-06,6,90.9
4247,88,127,2025-03-21,4,46.64
4248,100,60,2025-08-15,2,70.28
4249,125,297,2025-03-19,5,178.25
4250,462,339,2025-09-10,2,87.02
4251,217,360,2025-01-23,2,98.68
4252,402,197,2025-12-13,4,172.12
4253,53,71,2025-06-27,2,77.0
4254,478,457,2025-10-19,7,197.54
4255,164,322,2025-05-09,3,79.47
4256,45,297,2025-11-29,5,178.25
4257,303,392,2025-05-16,3,106.56
4258,115,392,2025-12-10,2,71.04
4259,328,284,2025-08-18,4,60.84
4260,90,287,2025-11-16,2,80.38
4261,185,39,2025-09-13,7,76.93
4262,148,58,2025-10-17,2,69.08
4263,333,106,2025-12-17,2,59.16
4264,25,150,2025-11-04,4,127.8
4265,58,406,2025-05-11,3,107.37
4266,58,168,2025-09-13,8,113.04
4267,17,205,2025-12-02,1,5.83
4268,447,309,2025-07-10,6,70.44
4269,403,427,2025-09-09,1,18.0
4270,455,450,2025-11-01,2,91.5
4271,141,169,2025-12-26,2,47.14
4272,255,135,2025-09-08,5,75.65
4273,116,444,2025-03-12,1,12.73
4274,356,469,2025-12-26,1,23.25
4275,51,390,2025-01-12,3,119.88
4276,311,331,2025-12-25,1,15.36
4277,453,50,2025-12-13,3,111.0
4278,419,341,2025-04-15,5,97.95
4279,126,258,2025-07-19,4,39.8
4280,280,272,2025-12-21,2,10.32
4281,380,58,2025-10-02,3,103.62
4282,280,25,2025-07-23,1,8.55
4283,45,308,2025-06-09,3,62.25
4284,333,489,2025-08-22,2,68.04
4285,8,85,2025-07-30,2,38.86
4286,280,60,2025-03-25,2,70.28
4287,263,71,2025-10-28,2,77.0
4288,48,64,2025-04-28,3,72.3
4289,453,226,2025-04-21,4,108.88
4290,47,156,2025-06-29,2,63.36
4291,294,308,2025-06-20,2,41.5
4292,243,274,2025-12-27,1,48.8
4293,56,171,2025-12-05,4,128.6
4294,126,2,2025-04-27,4,143.2
4295,53,477,2025-10-31,5,138.55
4296,303,325,2025-11-08,8,323.2
4297,406,329,2025-07-09,2,76.98
4298,71,284,2025-06-11,2,30.42
4299,474,72,2025-11-06,4,186.16
4300,44,251,2025-07-17,2,17.74
4301,126,271,2025-02-11,5,110.4
4302,375,230,2025-06-03,2,12.2
4303,386,183,2025-05-12,4,61.6
4304,189,58,2025-12-24,5,172.7
4305,325,360,2025-03-19,5,246.7
4306,324,19,2025-04-10,2,22.62
4307,112,64,2025-09-08,2,48.2
4308,272,123,2025-12-03,5,188.0
4309,144,480,2025-10-06,1,38.15
4310,456,35,2025-09-06,2,63.62
4311,328,147,2025-09-07,5,226.0
4312,249,93,2025-06-03,1,17.43
4313,110,475,2025-07-27,2,95.52
4314,348,26,2025-11-26,1,21.05
4315,264,97,2025-03-14,1,45.74
4316,266,227,2025-08-24,4,152.68
4317,115,159,2025-10-13,1,36.21
4318,499,132,2025-03-20,6,122.76
4319,338,27,2025-07-29,3,126.42
4320,380,58,2025-11-23,1,34.54
4321,58,273,2025-06-08,6,74.58
4322,17,49,2025-11-11,4,198.0
4323,196,464,2025-07-17,1,38.54
4324,354,398,2025-07-24,2,66.82
4325,218,299,2025-12-27,2,56.38
4326,292,169,2025-12-12,3,70.71
4327,363,380,2025-11-05,1,13.17
4328,176,382,2025-04-03,3,99.57
4329,72,420,2025-10-29,1,33.14
4330,203,461,2025-04-20,1,9.6
4331,391,154,2025-06-19,6,104.64
4332,88,407,2025-06-04,6,253.14
4333,373,201,2025-11-06,9,335.25
4334,380,108,2025-04-07,2,50.76
4335,457,397,2025-07-18,1,28.15
4336,414,41,2025-12-16,1,43.09
4337,13,378,2025-09-29,4,24.04
4338,494,323,2025-12-27,5,179.15
4339,141,190,2025-08-19,2,76.72
4340,302,114,2025-07-14,5,36.4
4341,249,382,2025-10-22,2,66.38
4342,58,394,2025-11-15,5,135.75
4343,13,383,2025-03-13,4,168.68
4344,378,6,2025-05-19,1,6.56
4345,256,158,2025-03-19,1,24.69
4346,143,22,2025-06-08,3,117.69
4347,347,439,2025-06-18,2,32.0
4348,45,154,2025-05-02,1,17.44
4349,333,478,2025-07-29,3,106.38
4350,82,72,2025-08-13,6,279.24
4351,80,291,2025-11-17,1,7.77
4352,328,321,2025-11-02,2,48.64
4353,152,47,2025-12-25,2,40.74
4354,378,334,2025-08-08,2,71.36
4355,285,291,2025-07-19,1,7.77
4356,23,149,2025-12-04,1,17.09
4357,45,430,2025-10-22,2,23.8
4358,13,438,2025-08-15,1,33.39
4359,20,210,2025-12-21,1,40.93
4360,378,194,2025-06-17,5,169.4
4361,105,40,2025-11-22,1,25.97
4362,493,325,2025-12-15,6,242.4
4363,325,210,2025-12-21,5,204.65
4364,380,97,2025-07-04,3,137.22
4365,328,136,2025-03-07,1,9.89
4366,341,447,2025-07-30,1,36.25
4367,457,271,2025-11-15,4,88.32
4368,13,295,2025-06-07,2,57.32
4369,230,356,2025-07-13,4,102.6
4370,328,292,2025-12-21,1,26.94
4371,341,233,2025-11-09,4,41.56
4372,457,439,2025-11-12,4,64.0
4373,209,70,2025-11-18,5,117.25
4374,13,329,2025-05-07,8,307.92
4375,347,388,2025-12-04,2,53.24
4376,380,104,2025-05-24,2,21.12
4377,115,260,2025-08-17,2,99.18
4378,107,493,2025-08-24,2,56.16
4379,257,231,2025-04-10,1,9.37
4380,58,319,2025-05-01,6,255.66
4381,125,497,2025-06-17,1,24.1
4382,187,404,2025-07-12,1,15.65
4383,16,442,2025-05-21,5,242.4
4384,311,231,2025-10-24,2,18.74
4385,13,29,2025-11-03,4,124.48
4386,410,52,2025-10-23,3,49.59
4387,434,431,2025-07-25,3,58.44
4388,26,51,2025-10-23,7,324.1
4389,425,488,2025-03-09,2,98.3
4390,217,382,2025-11-16,2,66.38
4391,15,94,2025-12-14,1,16.86
4392,303,95,2025-08-10,1,49.53
4393,386,89,2025-12-21,2,29.44
4394,380,99,2025-12-02,2,93.86
4395,386,26,2025-02-13,2,42.1
4396,16,29,2025-07-23,7,217.84
4397,163,400,2025-01-20,4,138.28
4398,45,36,2025-11-24,3,103.53
4399,380,6,2025-12-19,2,13.12
4400,53,254,2025-06-02,1,42.57
4401,13,409,2025-11-01,2,43.12
4402,380,336,2025-02-25,2,48.16
4403,25,290,2025-03-18,1,43.81
4404,50,254,2025-12-21,1,42.57
4405,289,446,2025-11-09,6,206.94
4406,457,254,2025-11-26,1,42.57
4407,255,428,2025-11-03,1,22.73
4408,303,423,2025-05-02,1,25.63
4409,45,95,2025-12-30,2,99.06
4410,333,93,2025-07-05,1,17.43
4411,58,299,2025-11-05,1,28.19
4412,256,453,2025-08-27,1,48.55
4413,129,329,2025-04-06,3,115.47
4414,247,210,2025-05-05,1,40.93
4415,458,13,2025-11-24,8,112.32
4416,107,300,2025-05-12,2,53.74
4417,347,295,2025-01-04,3,85.98
4418,53,88,2025-12-19,5,201.1
4419,207,376,2025-07-25,3,87.78
4420,454,220,2025-07-16,4,66.04
4421,280,110,2025-09-14,2,60.3
4422,383,138,2025-12-17,2,49.54
4423,170,421,2025-09-08,3,120.15
4424,491,17,2025-12-04,2,10.74
4425,168,154,2025-09-03,1,17.44
4426,391,478,2025-11-25,5,177.3
4427,45,427,2025-12-13,1,18.0
4428,121,262,2025-05-18,2,42.04
4429,17,61,2025-12-17,1,41.05
4430,156,96,2025-07-09,1,12.55
4431,272,381,2025-04-06,4,42.4
4432,58,184,2025-11-28,6,31.5
4433,328,32,2025-04-07,1,21.56
4434,196,381,2025-07-26,4,42.4
4435,328,2,2025-05-04,2,71.6
4436,280,130,2025-11-03,1,6.64
4437,53,197,2025-01-31,3,129.09
4438,303,351,2025-03-08,2,69.96
4439,398,484,2025-11-19,4,150.04
4440,141,199,2025-11-20,1,42.81
4441,378,483,2025-06-18,5,70.15
4442,46,126,2025-07-09,1,25.33
4443,355,142,2025-10-27,3,146.88
4444,466,488,2025-03-04,2,98.3
4445,289,48,2025-09-03,3,74.1
4446,44,257,2025-07-09,1,21.14
4447,58,97,2025-11-05,3,137.22
4448,39,105,2025-11-03,2,60.04
4449,190,165,2025-07-01,2,64.2
4450,410,442,2025-10-10,2,96.96
4451,126,282,2025-11-04,1,38.19
4452,303,362,2025-11-26,4,117.72
4453,303,335,2025-11-05,1,47.29
4454,328,77,2025-12-10,8,354.24
4455,319,455,2025-01-12,1,27.03
4456,240,117,2025-06-05,4,59.48
4457,393,82,2025-12-14,7,319.9
4458,328,151,2025-12-01,1,33.87
4459,303,283,2025-12-18,4,68.0
4460,72,322,2025-03-14,1,26.49
4461,58,147,2025-06-19,3,135.6
4462,115,238,2025-03-02,3,146.91
4463,13,28,2025-05-14,1,37.51
4464,378,16,2025-09-15,1,10.07
4465,45,291,2025-12-07,4,31.08
4466,53,65,2025-07-12,1,22.7
4467,8,6,2025-12-23,2,13.12
4468,375,160,2025-11-08,2,68.96
4469,48,458,2025-12-21,1,37.28
4470,325,197,2025-12-28,5,215.15
4471,155,4,2025-10-11,2,87.04
4472,26,252,2025-11-07,5,63.1
4473,378,252,2025-06-14,10,126.2
4474,347,384,2025-04-11,3,101.76
4475,64,232,2025-11-06,9,86.58
4476,42,479,2025-12-23,2,76.54
4477,45,142,2025-07-05,9,440.64
4478,98,437,2025-10-15,2,88.58
4479,453,243,2025-12-26,2,17.74
4480,302,186,2025-03-02,1,41.33
4481,344,156,2025-12-26,2,63.36
4482,280,121,2025-06-05,2,84.94
4483,26,372,2025-04-02,2,35.46
4484,457,78,2025-07-05,1,13.07
4485,311,84,2025-07-09,2,89.18
4486,185,411,2025-04-13,1,15.03
4487,299,397,2025-11-04,1,28.15
4488,408,2,2025-09-15,5,179.0
4489,56,257,2025-06-11,5,105.7
4490,389,265,2025-04-03,1,46.6
4491,89,133,2025-09-13,5,104.8
4492,347,23,2025-12-27,1,38.55
4493,131,337,2025-12-10,4,137.12
4494,380,61,2025-11-08,4,164.2
4495,389,218,2025-10-31,1,5.36
4496,331,198,2025-08-04,1,22.38
4497,324,54,2025-04-23,3,134.34
4498,126,42,2025-10-20,1,48.35
4499,189,471,2025-12-07,7,317.66
4500,308,383,2025-05-25,1,42.17
4501,113,24,2025-11-18,4,130.96
4502,217,390,2025-10-13,9,359.64
4503,126,370,2025-11-25,2,87.82
4504,238,421,2025-10-28,2,80.1
4505,280,40,2025-12-21,1,25.97
4506,17,362,2025-05-17,1,29.43
4507,181,268,2025-04-17,4,32.4
4508,126,367,2025-11-20,1,29.32
4509,13,283,2025-07-14,3,51.0
4510,217,67,2025-10-27,6,61.38
4511,34,129,2025-12-19,2,81.48
4512,444,429,2025-09-16,1,42.58
4513,347,461,2025-07-28,6,57.6
4514,438,188,2025-05-01,4,80.56
4515,58,87,2025-12-02,3,104.52
4516,45,110,2025-06-26,5,150.75
4517,280,201,2025-04-27,3,111.75
4518,31,283,2025-07-22,2,34.0
4519,13,200,2025-07-16,5,49.8
4520,280,126,2025-06-14,3,75.99
4521,303,46,2025-12-23,2,66.34
4522,325,422,2025-12-29,1,45.91
4523,350,102,2025-08-01,2,80.44
4524,372,393,2025-12-21,1,44.0
4525,457,318,2025-05-07,2,80.22
4526,453,258,2025-03-18,1,9.95
4527,139,308,2025-06-04,5,103.75
4528,123,24,2025-01-28,1,32.74
4529,39,391,2025-02-16,5,167.1
4530,86,366,2025-07-10,4,52.4
4531,44,120,2025-12-20,2,96.06
4532,280,451,2025-01-01,4,22.52
4533,217,252,2025-07-25,2,25.24
4534,280,164,2025-11-28,2,83.66
4535,457,71,2025-06-25,2,77.0
4536,44,414,2025-08-16,1,22.55
4537,312,260,2025-07-19,1,49.59
4538,141,391,2025-03-28,3,100.26
4539,33,10,2025-04-24,1,24.63
4540,356,396,2025-07-24,1,22.34
4541,107,34,2025-08-02,2,32.98
4542,318,238,2025-04-27,1,48.97
4543,269,273,2025-05-21,10,124.3
4544,115,111,2025-08-24,1,40.29
4545,58,398,2025-12-17,1,33.41
4546,148,258,2025-12-27,5,49.75
4547,126,83,2025-11-13,3,26.82
4548,389,207,2025-11-13,9,60.03
4549,325,24,2025-04-17,2,65.48
4550,18,350,2025-03-15,1,31.67
4551,15,483,2025-02-27,2,28.06
4552,259,214,2025-12-13,3,54.48
4553,391,221,2025-03-29,4,99.24
4554,380,409,2025-10-14,1,21.56
4555,317,91,2025-09-13,1,27.82
4556,375,4,2025-07-08,2,87.04
4557,303,243,2025-09-27,1,8.87
4558,197,220,2025-02-11,7,115.57
4559,493,211,2025-06-22,2,32.38
4560,231,256,2025-08-29,4,147.44
4561,72,301,2025-03-28,4,86.64
4562,375,76,2025-12-17,5,206.65
4563,45,234,2025-12-24,4,28.6
4564,217,247,2025-11-06,1,24.42
4565,356,334,2025-12-27,6,214.08
4566,347,217,2025-03-16,1,35.38
4567,423,191,2025-03-29,1,42.19
4568,448,120,2025-09-19,1,48.03
4569,328,107,2025-03-14,3,59.55
4570,48,383,2025-04-29,2,84.34
4571,58,49,2025-09-18,10,495.0
4572,121,254,2025-04-13,5,212.85
4573,72,231,2025-09-28,2,18.74
4574,378,205,2025-01-07,6,34.98
4575,333,351,2025-11-29,1,34.98
4576,48,212,2025-10-07,5,93.45
4577,294,437,2025-12-13,1,44.29
4578,181,222,2025-03-09,8,236.72
4579,471,17,2025-01-08,4,21.48
4580,17,452,2025-06-02,2,81.56
4581,206,56,2025-11-18,3,23.61
4582,227,359,2025-10-05,1,28.19
4583,378,82,2025-04-28,6,274.2
4584,141,153,2025-07-12,8,64.4
4585,152,368,2025-07-05,2,89.2
4586,209,442,2025-06-06,1,48.48
4587,288,136,2025-06-07,3,29.67
4588,328,259,2025-07-15,5,72.4
4589,306,187,2025-11-14,4,91.92
4590,428,6,2025-01-02,3,19.68
4591,16,305,2025-09-27,1,31.66
4592,325,452,2025-02-12,5,203.9
4593,492,468,2025-05-18,1,30.59
4594,112,127,2025-12-12,1,11.66
4595,115,21,2025-04-12,1,47.13
4596,333,437,2025-10-11,8,354.32
4597,444,146,2025-12-08,2,29.0
4598,89,298,2025-12-08,2,93.32
4599,302,320,2025-09-23,1,5.07
4600,453,436,2025-04-06,1,15.9
4601,328,416,2025-10-05,2,98.2
4602,243,63,2025-11-18,1,22.38
4603,53,83,2025-05-09,5,44.7
4604,61,161,2025-11-25,6,129.6
4605,126,61,2025-10-31,1,41.05
4606,270,236,2025-07-03,2,21.56
4607,58,197,2025-04-30,1,43.03
4608,479,105,2025-05-03,6,180.12
4609,45,93,2025-12-04,2,34.86
4610,3,119,2025-05-16,4,199.52
4611,410,243,2025-07-31,2,17.74
4612,75,129,2025-08-30,2,81.48
4613,140,62,2025-03-01,2,52.68
4614,17,338,2025-01-19,4,40.68
4615,303,139,2025-05-28,1,35.4
4616,123,441,2025-03-12,2,81.44
4617,303,52,2025-02-07,3,49.59
4618,126,265,2025-05-27,5,233.0
4619,303,134,2025-10-21,2,71.44
4620,432,441,2025-07-24,1,40.72
4621,90,322,2025-08-08,4,105.96
4622,457,303,2025-12-26,1,6.57
4623,422,248,2025-01-25,2,93.98
4624,497,102,2025-10-27,8,321.76
4625,460,221,2025-11-19,2,49.62
4626,17,175,2025-10-02,2,65.7
4627,185,30,2025-05-14,6,183.48
4628,107,377,2025-08-26,2,79.58
4629,71,359,2025-11-06,2,56.38
4630,16,10,2025-03-26,4,98.52
4631,16,186,2025-08-22,2,82.66
4632,71,378,2025-11-28,2,12.02
4633,17,89,2025-07-18,1,14.72
4634,48,181,2025-11-18,4,154.92
4635,325,229,2025-10-06,1,20.46
4636,48,331,2025-10-09,1,15.36
4637,4,473,2025-04-06,1,30.26
4638,58,404,2025-09-20,1,15.65
4639,181,21,2025-07-06,1,47.13
4640,333,424,2025-05-27,5,202.5
4641,48,35,2025-07-07,2,63.62
4642,243,315,2025-01-23,1,42.9
4643,4,190,2025-02-08,4,153.44
4644,325,429,2025-04-06,2,85.16
4645,328,356,2025-10-13,1,25.65
4646,225,249,2025-12-05,3,98.85
4647,122,426,2025-05-04,5,164.1
4648,52,145,2025-07-05,1,22.53
4649,58,294,2025-12-01,2,85.06
4650,53,228,2025-04-14,5,153.75
4651,457,106,2025-12-22,9,266.22
4652,58,330,2025-11-04,7,224.14
4653,164,154,2025-05-03,1,17.44
4654,185,461,2025-02-12,5,48.0
4655,48,238,2025-11-15,2,97.94
4656,128,458,2025-09-16,6,223.68
4657,432,310,2025-12-07,1,47.92
4658,147,415,2025-01-09,1,29.51
4659,441,226,2025-06-17,1,27.22
4660,476,97,2025-12-20,1,45.74
4661,56,287,2025-01-06,1,40.19
4662,308,87,2025-11-03,1,34.84
4663,131,257,2025-11-26,5,105.7
4664,58,85,2025-08-25,2,38.86
4665,228,194,2025-09-24,5,169.4
4666,54,353,2025-09-02,2,93.94
4667,88,33,2025-07-23,3,105.18
4668,228,257,2025-01-11,5,105.7
4669,88,90,2025-06-24,1,16.56
4670,58,428,2025-05-25,4,90.92
4671,72,135,2025-05-18,3,45.39
4672,101,378,2025-08-21,1,6.01
4673,372,135,2025-08-30,1,15.13
4674,378,278,2025-07-13,4,194.44
4675,116,132,2025-12-12,6,122.76
4676,43,387,2025-03-29,1,47.42
4677,115,189,2025-11-26,3,40.95
4678,361,383,2025-02-12,3,126.51
4679,258,474,2025-02-15,3,140.52
4680,360,158,2025-03-25,2,49.38
4681,470,198,2025-10-27,1,22.38
4682,147,18,2025-07-25,2,78.94
4683,88,469,2025-11-15,2,46.5
4684,275,331,2025-04-13,2,30.72
4685,280,281,2025-11-16,7,114.38
4686,258,467,2025-04-14,3,41.46
4687,348,232,2025-02-01,2,19.24
4688,44,347,2025-06-17,3,18.3
4689,15,294,2025-07-25,2,85.06
4690,355,356,2025-11-23,3,76.95
4691,13,380,2025-11-13,5,65.85
4692,13,433,2025-10-28,3,66.27
4693,280,356,2025-03-27,2,51.3
4694,72,280,2025-12-14,5,83.9
4695,52,106,2025-08-14,1,29.58
4696,17,296,2025-02-25,7,80.43
4697,112,484,2025-12-16,5,187.55
4698,378,345,2025-11-17,10,258.9
4699,280,288,2025-12-16,1,27.91
4700,324,396,2025-12-25,5,111.7
4701,328,274,2025-08-30,2,97.6
4702,89,301,2025-10-06,1,21.66
4703,405,352,2025-11-19,7,42.07
4704,155,491,2025-12-22,2,29.74
4705,58,58,2025-10-23,1,34.54
4706,197,14,2025-10-14,10,60.4
4707,414,225,2025-02-11,1,36.04
4708,17,491,2025-12-17,10,148.7
4709,60,338,2025-12-24,4,40.68
4710,72,239,2025-11-26,4,178.04
4711,328,198,2025-08-28,3,67.14
4712,457,176,2025-05-08,6,96.66
4713,126,53,2025-12-25,2,58.56
4714,303,462,2025-12-19,5,246.15
4715,195,397,2025-06-07,1,28.15
4716,105,323,2025-12-05,1,35.83
4717,351,323,2025-01-01,2,71.66
4718,115,233,2025-12-31,1,10.39
4719,440,90,2025-04-14,3,49.68
4720,385,168,2025-12-27,4,56.52
4721,217,265,2025-12-15,2,93.2
4722,48,329,2025-06-19,3,115.47
4723,416,2,2025-02-14,2,71.6
4724,36,440,2025-03-20,1,27.42
4725,58,286,2025-07-05,1,8.29
4726,280,234,2025-01-20,1,7.15
4727,130,100,2025-04-30,3,149.67
4728,206,412,2025-05-07,3,29.49
4729,163,268,2025-04-09,3,24.3
4730,48,6,2025-12-03,4,26.24
4731,303,153,2025-11-22,1,8.05
4732,58,300,2025-04-20,1,26.87
4733,39,128,2025-12-15,1,24.04
4734,89,422,2025-05-15,5,229.55
4735,195,1,2025-05-13,1,21.34
4736,45,433,2025-05-11,4,88.36
4737,294,358,2025-01-12,4,28.72
4738,400,418,2025-11-23,2,63.76
4739,58,498,2025-12-22,1,10.88
4740,343,280,2025-11-27,1,16.78
4741,313,128,2025-11-15,2,48.08
4742,217,102,2025-11-14,8,321.76
4743,232,310,2025-01-13,4,191.68
4744,72,67,2025-07-19,2,20.46
4745,16,70,2025-11-30,4,93.8
4746,41,95,2025-04-17,1,49.53
4747,34,214,2025-10-01,2,36.32
4748,96,91,2025-12-19,1,27.82
4749,217,302,2025-10-19,6,172.02
4750,4,111,2025-12-18,2,80.58
4751,454,264,2025-08-13,2,41.02
4752,160,7,2025-10-12,2,87.26
4753,373,486,2025-09-02,5,95.65
4754,53,168,2025-10-08,1,14.13
4755,378,80,2025-04-25,10,348.4
4756,115,149,2025-01-29,1,17.09
4757,75,76,2025-10-15,5,206.65
4758,433,380,2025-12-31,3,39.51
4759,475,37,2025-01-10,1,13.08
4760,498,254,2025-04-26,2,85.14
4761,45,17,2025-12-16,3,16.11
4762,33,153,2025-10-27,1,8.05
4763,189,466,2025-12-05,1,37.17
4764,126,266,2025-11-05,1,33.29
4765,278,219,2025-05-19,2,41.8
4766,230,287,2025-03-31,6,241.14
4767,427,472,2025-12-19,8,224.72
4768,356,206,2025-10-28,2,76.02
4769,39,126,2025-02-22,3,75.99
4770,347,480,2025-10-14,2,76.3
4771,196,435,2025-12-05,5,138.8
4772,293,132,2025-11-10,1,20.46
4773,112,247,2025-05-03,3,73.26
4774,126,255,2025-07-01,2,49.02
4775,462,32,2025-04-16,1,21.56
4776,48,495,2025-09-22,1,20.31
4777,72,303,2025-12-24,1,6.57
4778,112,153,2025-04-02,4,32.2
4779,185,434,2025-12-10,2,91.16
4780,300,221,2025-01-09,1,24.81
4781,45,397,2025-09-28,1,28.15
4782,328,355,2025-12-29,5,40.5
4783,72,403,2025-02-25,2,30.02
4784,107,46,2025-12-18,2,66.34
4785,413,304,2025-10-28,2,26.96
4786,380,310,2025-07-09,5,239.6
4787,333,178,2025-06-01,2,55.78
4788,71,459,2025-11-04,5,178.85
4789,59,343,2025-11-20,2,86.06
4790,141,332,2025-03-13,2,98.16
4791,4,457,2025-02-01,5,141.1
4792,393,61,2025-06-29,2,82.1
4793,429,77,2025-12-08,1,44.28
4794,31,202,2025-01-07,4,49.04
4795,155,264,2025-11-02,2,41.02
4796,60,322,2025-09-22,8,211.92
4797,417,7,2025-11-18,1,43.63
4798,53,498,2025-10-11,6,65.28
4799,15,444,2025-07-20,1,12.73
4800,272,29,2025-11-05,7,217.84
4801,13,258,2025-08-09,6,59.7
4802,156,250,2025-11-27,1,12.65
4803,141,306,2025-10-16,1,43.92
4804,53,277,2025-11-20,5,166.05
4805,294,41,2025-10-10,1,43.09
4806,50,194,2025-12-26,1,33.88
4807,467,25,2025-05-11,2,17.1
4808,280,58,2025-05-22,3,103.62
4809,17,76,2025-06-15,1,41.33
4810,328,244,2025-12-22,2,14.74
4811,268,372,2025-11-10,3,53.19
4812,303,471,2025-12-22,3,136.14
4813,196,200,2025-08-03,4,39.84
4814,466,296,2025-09-24,1,11.49
4815,96,68,2025-08-13,5,147.75
4816,11,473,2025-06-25,1,30.26
4817,35,38,2025-01-24,4,65.88
